streaming_log,mos,individual_scores,abr,content,encoding_profile,device,trace
1163.csv,95.084,[100 91 100 100 71 99 100 99 100 93 100 89 100 100 95 83 99 100 92 100 100 92 100 89 100 95 100 93 100 73 78 92],Rdos,nature,H264,hdtv,2
1164.csv,84.485,[100 100 73 87 98 84 82 100 79 86 70 77 42 75 82 82 99 80 92 100 62 80 86 82 100 88 100 74 97 72 86 91],Rdos,nature,H264,hdtv,3
1165.csv,80.625,[90 87 62 69 95 89 90 100 81 40 91 84 85 100 90 68 100 75 93 86 56 80 89 76 90 31 85 79 96 80 64 79],Rdos,nature,H264,hdtv,4
1166.csv,90.974,[100 81 97 96 100 93 94 100 100 83 78 97 60 100 93 83 97 100 100 100 100 90 94 100 100 51 100 88 100 87 42 94],Rdos,nature,H264,hdtv,5
1167.csv,84.842,[100 94 74 83 98 94 85 98 93 74 62 99 80 75 100 91 100 70 100 71 75 90 66 67 100 36 95 66 100 82 61 90],Rdos,nature,H264,hdtv,6
1168.csv,77.095,[75 88 71 66 95 73 87 98 82 77 65 97 40 65 65 59 86 70 89 74 62 75 86 75 76 37 84 40 87 75 39 81],Rdos,nature,H264,hdtv,7
1169.csv,80.242,[95 93 69 73 97 83 87 100 78 81 73 77 63 75 75 88 91 80 80 83 93 75 71 80 85 27 82 79 98 89 59 95],Rdos,nature,H264,hdtv,8
1170.csv,70.377,[80 30 63 92 75 90 62 99 88 77 85 64 64 60 62 69 77 70 85 90 54 70 72 70 65 19 84 68 84 86 60 67],Rdos,nature,H264,hdtv,9
1171.csv,81.124,[67 96 91 90 100 74 82 87 41 85 76 89 75 89 91 100 81 85 82 62 93 75 50 72 94 50 67 83 82],Rdos,nature,H264,phone,1
1172.csv,87.066,[96 90 95 82 94 93 90 96 80 85 95 92 94 91 100 100 78 90 95 64 73 100 90 85 100 70 65 100 80],Rdos,nature,H264,phone,2
1173.csv,83.688,[90 87 98 95 100 79 65 82 47 85 76 85 91 69 100 100 86 78 84 62 93 83 89 78 91 83 66 63 87],Rdos,nature,H264,phone,3
1174.csv,83.376,[80 92 94 84 100 74 85 95 47 80 59 80 86 71 92 100 92 80 85 72 97 91 81 88 90 77 89 73 100],Rdos,nature,H264,phone,4
1175.csv,84.927,[83 100 99 81 83 74 80 100 71 60 63 83 95 65 93 100 83 93 87 71 100 100 73 76 98 80 82 84 77],Rdos,nature,H264,phone,5
1176.csv,78.135,[72 88 100 88 87 75 78 94 61 75 76 55 91 87 100 100 74 83 87 78 85 100 50 73 94 50 63 70 81],Rdos,nature,H264,phone,6
1177.csv,77.285,[50 91 92 81 91 84 60 79 56 85 80 93 83 86 89 100 87 66 74 67 96 98 90 75 78 64 36 50 64],Rdos,nature,H264,phone,7
1178.csv,78.402,[70 91 96 87 90 85 59 100 67 70 71 77 88 65 82 93 83 79 73 68 96 39 80 91 95 72 64 55 63],Rdos,nature,H264,phone,8
1179.csv,76.453,[60 87 81 59 100 60 60 87 33 75 72 69 77 70 53 100 77 83 87 65 90 100 78 100 80 75 57 74 66],Rdos,nature,H264,phone,9
1180.csv,90.813,[100 86 100 98 99 93 95 100 95 86 84 100 74 93 81 85 100 95 60 100 100 66 94 94 72 70 61 81 95 100 100],Rdos,nature,H264,uhdtv,1
1181.csv,93.024,[100 80 100 93 75 100 95 100 100 95 100 100 88 90 81 92 100 100 90 100 84 60 83 100 75 99 69 100 95 99 90],Rdos,nature,H264,uhdtv,2
1182.csv,89.938,[73 88 90 94 100 97 100 88 95 85 81 100 82 76 85 92 100 100 82 100 90 87 93 100 72 76 83 76 100 100 100],Rdos,nature,H264,uhdtv,3
1183.csv,84.978,[99 73 78 90 90 95 80 90 90 85 96 96 72 91 85 72 92 97 67 100 86 50 80 98 70 90 70 64 90 82 100],Rdos,nature,H264,uhdtv,4
1184.csv,89.974,[100 82 97 90 91 96 95 68 100 95 50 100 79 81 76 82 93 100 100 100 88 56 89 100 71 100 65 82 100 94 100],Rdos,nature,H264,uhdtv,5
1185.csv,89.109,[100 90 98 90 76 100 100 100 100 90 79 100 91 93 99 84 100 100 50 100 100 50 88 100 63 99 63 74 95 100 88],Rdos,nature,H264,uhdtv,6
1186.csv,82.961,[93 75 100 90 84 89 71 80 90 82 74 87 81 85 61 54 100 100 82 89 74 94 97 99 70 80 61 67 65 93 92],Rdos,nature,H264,uhdtv,7
1187.csv,86.708,[94 85 89 80 87 91 83 90 95 77 72 98 80 75 91 78 95 100 74 82 91 58 88 100 78 90 78 70 100 95 100],Rdos,nature,H264,uhdtv,8
1188.csv,74.358,[94 81 96 90 85 89 65 78 90 75 67 87 65 80 80 61 93 80 50 82 62 50 76 74 74 93 52 60 75 84 50],Rdos,nature,H264,uhdtv,9
1189.csv,75.448,[90 73 93 83 76 95 59 83 96 82 81 58 50 70 57 62 85 75 95 72 64 75 84 77 87 31 80 64 84 83 76 91],Rdos,sports,H264,hdtv,1
1190.csv,84.004,[100 89 75 68 98 100 66 93 89 69 91 61 100 100 85 70 89 80 96 41 89 75 100 71 97 76 88 65 92 66 65 96],Rdos,sports,H264,hdtv,2
1191.csv,77.269,[95 68 78 63 67 93 61 93 100 79 86 63 75 65 80 79 89 75 93 68 65 50 90 82 91 92 85 54 96 50 66 98],Rdos,sports,H264,hdtv,3
1192.csv,82.587,[97 64 100 75 97 97 58 98 100 68 87 82 75 80 70 74 92 70 90 94 89 65 73 74 88 43 90 74 92 100 61 93],Rdos,sports,H264,hdtv,4
1193.csv,88.267,[95 71 77 100 94 99 92 100 79 92 94 81 63 50 100 93 97 85 82 80 99 85 100 82 100 43 87 67 97 72 76 97],Rdos,sports,H264,hdtv,5
1194.csv,81.459,[95 73 73 100 67 87 74 99 65 84 93 73 100 65 88 90 71 80 75 100 71 50 90 78 90 67 85 81 98 73 59 95],Rdos,sports,H264,hdtv,6
1195.csv,58.115,[30 63 50 58 50 88 50 72 64 70 58 15 68 50 65 27 18 40 38 59 86 30 50 63 65 40 72 76 82 70 67 82],Rdos,sports,H264,hdtv,7
1196.csv,70.050,[70 30 68 89 62 87 50 100 69 86 63 28 63 60 80 61 63 70 61 85 89 45 75 86 74 61 69 62 85 67 64 66],Rdos,sports,H264,hdtv,8
1197.csv,60.174,[73 80 70 61 72 63 50 82 50 69 63 16 60 65 74 60 65 45 50 75 74 45 40 70 50 23 58 33 80 50 47 70],Rdos,sports,H264,hdtv,9
1198.csv,80.172,[40 88 96 98 92 93 65 81 64 94 97 83 75 90 83 100 76 75 73 68 93 42 85 77 98 79 63 87 62],Rdos,sports,H264,phone,1
1199.csv,84.477,[75 100 95 90 100 93 65 91 71 100 90 84 97 67 57 100 89 99 78 70 77 76 50 89 82 62 90 84 92],Rdos,sports,H264,phone,2
1200.csv,83.049,[70 96 88 100 100 95 64 86 71 95 72 68 86 84 100 100 85 100 75 73 34 73 99 69 100 61 64 82 100],Rdos,sports,H264,phone,3
1201.csv,82.369,[70 94 91 76 100 71 61 83 66 95 84 71 93 70 82 90 85 71 83 63 95 78 86 83 95 70 93 57 91],Rdos,sports,H264,phone,4
1202.csv,84.271,[67 83 93 99 100 100 61 87 82 90 86 82 88 93 100 100 93 70 84 74 86 72 90 80 95 54 71 59 80],Rdos,sports,H264,phone,5
1203.csv,81.074,[71 92 87 88 100 89 67 96 73 80 89 70 94 78 100 100 95 93 82 66 88 97 79 86 92 85 72 74 76],Rdos,sports,H264,phone,6
1204.csv,61.354,[10 92 70 63 100 94 50 31 62 80 60 59 40 41 65 82 83 58 77 63 79 40 50 66 71 39 65 44 43],Rdos,sports,H264,phone,7
1205.csv,63.239,[50 85 85 68 92 47 64 74 46 90 52 75 43 57 61 75 71 63 77 67 81 11 50 35 83 54 85 61 61],Rdos,sports,H264,phone,8
1206.csv,68.329,[60 87 65 59 100 79 62 43 58 80 50 57 67 70 64 81 91 90 62 68 71 19 82 81 70 44 55 47 75],Rdos,sports,H264,phone,9
1207.csv,85.929,[92 80 93 88 100 92 97 100 95 80 79 81 81 86 89 66 100 100 84 100 83 60 95 84 61 70 72 50 80 100 100],Rdos,sports,H264,uhdtv,1
1208.csv,89.327,[87 92 100 80 100 100 95 98 100 75 53 93 82 99 72 58 100 100 88 94 85 60 89 100 85 100 41 74 90 100 100],Rdos,sports,H264,uhdtv,2
1209.csv,90.477,[89 80 88 93 100 95 84 97 90 85 87 94 69 87 78 79 91 100 87 100 90 63 87 95 82 100 77 100 90 100 100],Rdos,sports,H264,uhdtv,3
1210.csv,87.960,[88 80 100 66 100 100 90 90 90 78 85 91 82 81 95 80 93 100 75 100 90 70 100 79 63 80 82 100 80 99 100],Rdos,sports,H264,uhdtv,4
1211.csv,90.967,[92 88 86 86 92 100 91 95 100 100 81 98 78 85 72 81 91 100 73 100 91 67 97 100 80 100 64 100 95 99 90],Rdos,sports,H264,uhdtv,5
1212.csv,88.550,[91 71 100 87 100 100 85 90 95 70 95 95 74 86 80 100 93 100 79 100 60 57 92 97 73 75 79 73 95 97 100],Rdos,sports,H264,uhdtv,6
1213.csv,60.994,[64 61 100 44 30 68 60 74 80 59 35 59 79 91 59 44 50 50 84 29 81 60 98 66 45 80 69 25 55 78 60],Rdos,sports,H264,uhdtv,7
1214.csv,65.992,[83 50 100 66 31 63 75 52 85 70 34 56 82 83 69 47 83 71 34 86 80 69 60 90 32 80 72 24 70 88 60],Rdos,sports,H264,uhdtv,8
1215.csv,58.240,[68 70 95 42 25 71 70 53 80 30 3 79 76 91 57 46 86 35 20 50 65 50 73 55 50 35 67 50 65 73 78],Rdos,sports,H264,uhdtv,9
1216.csv,49.115,[40 39 70 64 27 78 21 1 48 77 26 50 42 80 62 37 15 70 65 40 29 15 60 81 29 48 56 75 77 73 42 34],Rdos,document,HEVC,hdtv,1
1217.csv,82.393,[91 65 85 88 81 82 74 100 72 91 62 89 50 50 100 53 100 100 63 85 89 85 100 77 100 95 94 79 97 72 42 96],Rdos,document,HEVC,hdtv,2
1218.csv,68.006,[80 76 70 92 66 63 82 91 84 83 61 43 44 50 76 66 95 75 87 61 58 50 70 67 75 38 65 30 92 68 47 71],Rdos,document,HEVC,hdtv,3
1219.csv,67.336,[86 67 81 46 67 70 79 32 75 66 82 28 50 50 60 53 86 75 84 100 58 45 76 86 70 86 65 56 90 31 63 87],Rdos,document,HEVC,hdtv,4
1220.csv,81.693,[95 90 87 62 84 88 71 95 96 85 81 81 50 70 80 68 91 100 91 97 62 80 89 78 100 34 84 70 100 68 56 93],Rdos,document,HEVC,hdtv,5
1221.csv,62.420,[90 69 70 85 82 76 69 1 59 36 40 22 40 82 72 69 70 80 39 85 41 60 67 87 50 29 59 60 94 70 44 66],Rdos,document,HEVC,hdtv,6
1222.csv,22.995,[20 46 35 47 30 24 13 1 10 40 7 10 10 50 30 39 3 20 8 47 39 15 15 24 1 10 27 33 75 22 58 50],Rdos,document,HEVC,hdtv,7
1223.csv,50.075,[40 65 35 63 37 72 50 3 50 74 33 3 61 60 50 34 22 40 50 83 47 40 34 50 30 33 50 69 78 64 73 62],Rdos,document,HEVC,hdtv,8
1224.csv,46.944,[40 73 50 62 65 76 57 1 80 34 38 22 50 50 50 41 34 45 43 65 41 20 50 34 15 40 41 72 70 31 56 68],Rdos,document,HEVC,hdtv,9
1225.csv,60.140,[50 58 19 62 95 90 30 47 50 70 71 17 40 80 69 77 86 68 50 83 28 97 81 36 40 60 72 58 86],Rdos,document,HEVC,phone,1
1226.csv,82.604,[85 94 93 100 100 82 71 85 65 90 75 61 87 70 89 91 84 89 66 67 88 98 99 86 94 60 62 89 93],Rdos,document,HEVC,phone,2
1227.csv,74.113,[67 98 84 100 95 81 75 72 68 80 83 50 36 66 73 90 77 88 57 70 22 82 93 63 69 50 63 55 73],Rdos,document,HEVC,phone,3
1228.csv,70.389,[29 66 85 85 89 70 70 82 50 75 65 50 44 56 80 87 83 78 65 64 81 70 91 43 75 67 68 75 74],Rdos,document,HEVC,phone,4
1229.csv,76.249,[70 89 84 85 94 86 64 82 66 70 74 40 49 66 74 80 80 84 82 66 83 66 50 98 84 53 87 72 90],Rdos,document,HEVC,phone,5
1230.csv,73.372,[81 89 85 67 98 50 50 75 57 70 71 35 57 80 75 73 65 88 82 69 59 90 70 69 92 35 68 50 100],Rdos,document,HEVC,phone,6
1231.csv,44.138,[7 50 23 44 98 44 58 25 36 60 50 36 42 19 46 18 50 50 31 68 60 78 74 16 36 62 78 38 67],Rdos,document,HEVC,phone,7
1232.csv,59.303,[65 50 53 79 95 72 60 37 50 65 53 29 44 38 54 79 50 77 39 71 13 68 85 69 67 42 76 44 61],Rdos,document,HEVC,phone,8
1233.csv,39.771,[11 50 40 50 100 58 28 16 27 55 26 34 48 30 76 28 76 44 20 65 26 32 73 36 30 11 29 36 75],Rdos,document,HEVC,phone,9
1234.csv,54.074,[65 50 100 48 20 62 72 41 40 30 50 83 61 70 76 55 36 45 88 37 50 63 88 60 34 40 64 50 55 78 80],Rdos,document,HEVC,uhdtv,1
1235.csv,88.779,[92 92 82 90 86 85 90 96 100 70 100 100 80 85 59 63 99 99 73 100 86 59 94 100 72 91 84 76 90 100 100],Rdos,document,HEVC,uhdtv,2
1236.csv,91.502,[93 94 100 87 100 95 90 100 50 100 92 96 93 95 100 82 100 100 97 94 77 75 100 100 50 100 89 100 100 93 100],Rdos,document,HEVC,uhdtv,3
1237.csv,72.124,[58 85 50 83 68 91 80 50 90 60 30 79 85 93 75 58 59 75 67 89 69 60 82 73 41 79 77 79 70 92 72],Rdos,document,HEVC,uhdtv,4
1238.csv,87.859,[96 84 99 82 66 79 95 91 95 93 69 100 87 73 76 58 100 100 70 100 90 73 100 96 62 89 82 100 90 100 100],Rdos,document,HEVC,uhdtv,5
1239.csv,77.553,[85 78 100 78 100 71 70 83 45 77 94 86 74 91 80 74 91 90 65 87 81 61 50 84 56 50 65 70 85 88 90],Rdos,document,HEVC,uhdtv,6
1240.csv,37.981,[70 48 66 20 50 50 55 41 15 1 6 60 40 65 20 45 28 50 64 24 40 42 42 29 13 71 37 24 45 48 40],Rdos,document,HEVC,uhdtv,7
1241.csv,41.360,[50 60 11 45 4 38 50 36 65 25 9 15 82 67 68 62 50 5 33 44 70 50 94 44 30 39 38 50 50 71 50],Rdos,document,HEVC,uhdtv,8
1242.csv,46.315,[7 79 10 55 13 20 40 47 50 65 46 35 62 69 59 37 50 34 61 44 61 41 46 7 64 59 72 62 35 55 50],Rdos,document,HEVC,uhdtv,9
1243.csv,46.979,[71 28 87 50 50 72 50 5 90 57 27 42 45 65 65 69 13 30 47 50 61 15 50 50 50 44 40 28 78 41 38 50],Rdos,game,HEVC,hdtv,1
1244.csv,78.547,[90 81 29 57 82 83 71 100 83 86 72 77 70 50 85 61 97 50 93 86 64 75 90 72 100 47 100 87 99 65 81 96],Rdos,game,HEVC,hdtv,2
1245.csv,69.941,[74 86 85 63 69 77 65 16 73 90 61 71 74 75 70 65 50 70 75 43 92 70 83 91 67 67 86 65 88 66 49 80],Rdos,game,HEVC,hdtv,3
1246.csv,67.922,[90 73 50 35 60 78 76 82 88 77 75 26 66 60 75 65 49 70 61 74 67 55 82 75 75 44 86 37 92 67 75 73],Rdos,game,HEVC,hdtv,4
1247.csv,76.214,[90 89 83 48 72 91 66 66 92 89 65 81 38 65 73 63 90 60 84 72 72 75 92 88 80 49 81 82 90 80 65 86],Rdos,game,HEVC,hdtv,5
1248.csv,68.778,[90 68 50 69 68 73 66 60 79 86 38 81 66 50 85 71 65 60 82 93 64 35 62 82 76 26 79 81 89 39 62 92],Rdos,game,HEVC,hdtv,6
1249.csv,34.635,[40 61 26 39 10 69 50 1 51 39 33 45 50 70 50 6 8 5 65 16 32 5 5 54 45 34 38 41 72 50 28 38],Rdos,game,HEVC,hdtv,7
1250.csv,47.623,[70 28 73 10 50 72 40 19 36 35 58 37 41 50 50 31 72 50 70 66 72 40 38 50 35 32 71 43 75 28 58 74],Rdos,game,HEVC,hdtv,8
1251.csv,43.366,[70 71 21 61 35 40 12 14 68 37 35 37 50 60 54 35 33 70 48 40 47 50 35 66 27 45 30 70 62 30 9 81],Rdos,game,HEVC,hdtv,9
1252.csv,60.204,[50 66 82 55 100 66 50 22 45 40 63 74 60 36 46 79 49 65 40 65 73 73 72 80 88 27 64 42 97],Rdos,game,HEVC,phone,1
1253.csv,79.583,[81 84 96 74 85 79 50 89 66 93 91 84 86 78 68 100 82 84 66 76 89 88 86 100 98 40 50 81 84],Rdos,game,HEVC,phone,2
1254.csv,75.269,[20 85 86 72 100 78 76 74 50 85 70 70 60 75 73 92 82 88 73 72 89 100 50 88 100 45 95 60 69],Rdos,game,HEVC,phone,3
1255.csv,74.679,[21 93 93 91 94 64 50 79 66 80 70 70 55 58 100 100 66 76 40 63 74 92 85 88 78 26 65 64 80],Rdos,game,HEVC,phone,4
1256.csv,74.803,[61 82 93 56 87 71 63 78 40 91 65 60 86 71 81 96 72 68 59 77 90 100 83 76 60 36 66 76 78],Rdos,game,HEVC,phone,5
1257.csv,70.222,[40 93 86 74 97 75 58 81 73 70 75 63 79 70 40 83 86 68 46 62 95 100 50 68 73 70 61 69 56],Rdos,game,HEVC,phone,6
1258.csv,49.256,[10 50 50 50 74 69 36 17 36 60 60 65 30 20 10 80 66 43 79 40 75 82 71 18 81 9 61 35 77],Rdos,game,HEVC,phone,7
1259.csv,60.690,[20 81 88 57 100 57 67 16 42 69 45 82 81 50 86 80 60 82 34 42 96 88 50 71 28 38 35 50 77],Rdos,game,HEVC,phone,8
1260.csv,49.177,[18 50 59 50 86 60 38 22 50 35 64 58 42 50 78 80 43 82 36 35 88 100 50 87 42 14 34 45 45],Rdos,game,HEVC,phone,9
1261.csv,57.160,[74 61 83 85 40 44 65 40 80 65 55 78 70 20 81 55 76 50 6 63 72 35 100 17 33 59 31 67 60 75 39],Rdos,game,HEVC,uhdtv,1
1262.csv,86.037,[87 85 87 80 50 94 98 88 100 87 87 98 89 82 78 93 100 100 68 100 92 70 86 92 71 77 73 90 85 94 93],Rdos,game,HEVC,uhdtv,2
1263.csv,75.671,[90 76 7 89 70 78 88 71 85 80 70 96 83 81 80 76 65 75 50 95 81 70 77 87 58 90 64 93 80 76 93],Rdos,game,HEVC,uhdtv,3
1264.csv,76.475,[74 80 82 88 63 77 78 76 80 44 87 86 72 90 76 61 87 94 62 87 89 71 100 81 81 31 40 86 85 100 81],Rdos,game,HEVC,uhdtv,4
1265.csv,76.465,[91 85 17 84 65 92 80 82 90 70 82 98 75 86 72 59 97 100 79 88 90 61 94 79 40 39 72 66 70 96 90],Rdos,game,HEVC,uhdtv,5
1266.csv,74.451,[79 80 82 88 35 65 82 63 85 61 88 75 68 87 78 65 84 83 71 65 89 60 90 98 62 64 71 76 55 93 50],Rdos,game,HEVC,uhdtv,6
1267.csv,44.650,[74 77 83 70 4 32 45 39 70 30 40 60 80 35 50 57 39 24 29 42 65 56 92 8 13 50 27 5 45 67 45],Rdos,game,HEVC,uhdtv,7
1268.csv,60.745,[82 70 11 76 80 68 60 41 60 35 78 4 80 75 43 30 86 70 86 50 87 71 63 16 27 71 50 83 45 75 54],Rdos,game,HEVC,uhdtv,8
1269.csv,47.682,[53 69 1 74 30 13 50 27 70 75 28 16 78 67 75 22 90 50 1 50 86 60 100 50 30 66 36 19 25 75 50],Rdos,game,HEVC,uhdtv,9
1270.csv,77.082,[70 95 81 65 68 80 65 95 85 87 86 48 65 80 65 63 100 70 73 83 62 70 77 73 75 65 92 78 92 50 82 81],Rdos,movie,HEVC,hdtv,1
1271.csv,85.415,[100 75 98 96 81 82 71 100 100 99 90 68 100 100 100 70 75 95 100 100 72 70 94 76 90 23 82 87 100 70 67 93],Rdos,movie,HEVC,hdtv,2
1272.csv,82.427,[100 64 80 66 84 92 80 96 74 72 75 89 41 50 87 71 86 70 87 100 72 80 98 78 95 84 85 63 93 68 88 91],Rdos,movie,HEVC,hdtv,3
1273.csv,80.539,[95 100 80 70 85 84 70 52 80 81 95 95 50 65 64 61 99 100 92 94 90 80 100 77 90 25 89 79 91 87 93 74],Rdos,movie,HEVC,hdtv,4
1274.csv,78.657,[94 81 94 81 73 89 79 100 90 83 77 66 60 65 85 63 93 80 75 86 66 75 81 75 95 29 75 79 96 90 71 84],Rdos,movie,HEVC,hdtv,5
1275.csv,79.839,[95 63 85 84 61 92 62 100 75 85 84 70 100 80 68 64 87 50 100 86 73 65 95 80 95 37 77 83 95 82 87 63],Rdos,movie,HEVC,hdtv,6
1276.csv,70.189,[80 92 50 50 50 83 81 68 79 86 82 36 67 75 60 70 85 80 76 82 78 40 71 80 77 16 86 60 88 68 43 77],Rdos,movie,HEVC,hdtv,7
1277.csv,80.719,[90 69 65 91 70 71 79 100 79 97 69 69 100 60 80 50 79 80 91 80 74 80 84 70 95 99 88 82 91 87 68 80],Rdos,movie,HEVC,hdtv,8
1278.csv,71.703,[80 65 70 69 78 86 58 90 77 69 71 71 40 70 68 61 89 70 91 69 69 70 87 82 72 34 85 70 88 78 74 64],Rdos,movie,HEVC,hdtv,9
1279.csv,75.324,[62 81 95 100 100 87 64 71 66 90 65 74 85 50 70 100 84 50 74 63 92 37 89 84 66 74 68 59 95],Rdos,movie,HEVC,phone,1
1280.csv,88.343,[96 99 98 96 92 93 50 100 81 100 71 71 78 78 100 100 88 77 95 74 92 100 79 83 100 80 89 83 67],Rdos,movie,HEVC,phone,2
1281.csv,78.510,[50 93 95 100 92 85 78 92 63 91 76 81 86 91 77 93 67 83 82 65 88 67 94 71 100 61 39 63 56],Rdos,movie,HEVC,phone,3
1282.csv,76.748,[41 80 94 81 88 68 67 76 67 88 80 72 62 76 81 100 80 77 87 68 92 82 84 83 87 59 78 74 83],Rdos,movie,HEVC,phone,4
1283.csv,77.766,[61 80 95 74 87 79 71 84 45 80 71 60 95 66 97 100 85 82 68 64 88 87 87 92 92 50 60 75 82],Rdos,movie,HEVC,phone,5
1284.csv,78.808,[82 88 98 99 100 95 82 90 67 70 73 63 63 72 76 100 80 78 93 65 73 100 72 81 97 62 61 73 81],Rdos,movie,HEVC,phone,6
1285.csv,69.679,[40 82 92 82 100 80 50 74 65 75 65 57 56 68 84 91 79 75 66 61 79 73 95 8 70 76 81 57 71],Rdos,movie,HEVC,phone,7
1286.csv,82.049,[71 87 99 61 100 84 80 79 81 95 78 65 74 76 71 100 91 94 76 90 91 100 76 73 96 75 74 87 84],Rdos,movie,HEVC,phone,8
1287.csv,77.052,[36 87 95 93 82 84 79 80 43 80 66 76 78 59 74 89 90 64 74 26 94 89 95 83 86 53 56 71 78],Rdos,movie,HEVC,phone,9
1288.csv,85.014,[87 85 100 90 66 98 82 82 100 76 86 96 63 73 73 79 100 85 71 100 77 56 100 76 81 74 89 93 90 100 85],Rdos,movie,HEVC,uhdtv,1
1289.csv,89.442,[99 81 100 97 95 100 83 99 100 90 69 100 60 99 81 45 90 100 50 97 84 95 100 99 90 96 72 100 100 100 100],Rdos,movie,HEVC,uhdtv,2
1290.csv,84.194,[77 82 99 85 99 95 83 81 90 75 61 97 84 98 70 66 100 98 33 84 87 83 98 79 72 90 84 78 85 100 100],Rdos,movie,HEVC,uhdtv,3
1291.csv,85.517,[87 83 100 85 69 94 98 84 100 85 93 94 84 95 64 65 100 83 70 82 91 76 95 99 72 74 66 88 80 100 100],Rdos,movie,HEVC,uhdtv,4
1292.csv,90.125,[100 80 100 88 100 96 100 85 100 90 85 100 66 90 98 76 100 100 74 94 91 61 76 100 73 80 64 85 95 100 100],Rdos,movie,HEVC,uhdtv,5
1293.csv,81.584,[81 89 95 94 65 96 85 87 90 85 85 96 73 99 70 43 83 100 65 83 70 56 100 80 80 60 66 67 85 100 75],Rdos,movie,HEVC,uhdtv,6
1294.csv,78.120,[81 80 84 79 65 86 100 75 90 65 60 82 94 88 79 62 84 90 66 79 80 60 100 88 86 57 50 64 80 100 60],Rdos,movie,HEVC,uhdtv,7
1295.csv,81.230,[79 87 82 80 90 87 82 81 80 95 75 90 73 88 85 61 84 80 70 100 88 63 74 73 74 66 54 50 85 100 100],Rdos,movie,HEVC,uhdtv,8
1296.csv,76.780,[44 77 74 75 98 69 70 74 80 82 98 84 81 85 70 69 96 80 72 77 81 83 93 73 70 85 72 89 70 81 55],Rdos,movie,HEVC,uhdtv,9
1297.csv,79.535,[95 96 88 82 92 86 93 100 94 75 78 50 61 75 100 81 100 80 68 56 65 80 89 73 92 28 91 74 96 67 65 82],Rdos,nature,HEVC,hdtv,1
1298.csv,86.935,[100 67 71 63 92 97 50 89 80 61 88 77 78 90 100 77 100 100 94 90 85 90 100 87 100 69 95 67 100 94 89 95],Rdos,nature,HEVC,hdtv,2
1299.csv,85.199,[100 84 27 50 82 95 89 100 99 80 92 81 65 70 100 61 100 80 96 78 100 90 100 84 100 96 98 87 100 82 61 98],Rdos,nature,HEVC,hdtv,3
1300.csv,84.909,[100 76 75 68 98 80 91 100 93 85 68 100 100 60 76 77 86 85 98 64 81 80 90 74 95 82 90 90 87 73 71 93],Rdos,nature,HEVC,hdtv,4
1301.csv,90.954,[100 100 80 71 97 78 100 100 100 94 91 68 75 70 92 98 98 100 93 100 78 75 100 94 100 99 97 86 100 86 73 94],Rdos,nature,HEVC,hdtv,5
1302.csv,87.481,[100 94 97 82 99 81 81 100 86 88 80 94 41 75 100 60 99 50 100 99 63 85 100 78 100 42 94 92 99 62 91 94],Rdos,nature,HEVC,hdtv,6
1303.csv,76.229,[85 81 80 71 83 85 61 91 73 66 75 73 71 90 70 33 90 60 59 95 100 75 82 77 69 75 80 74 92 100 52 79],Rdos,nature,HEVC,hdtv,7
1304.csv,82.640,[90 78 68 82 89 86 93 100 90 75 60 79 100 75 90 40 98 50 95 91 63 75 86 73 93 62 90 73 91 72 75 93],Rdos,nature,HEVC,hdtv,8
1305.csv,72.371,[80 72 71 88 85 78 84 100 84 72 60 82 100 85 66 15 79 75 54 73 56 60 80 50 70 67 87 50 80 97 60 75],Rdos,nature,HEVC,hdtv,9
1306.csv,78.314,[84 88 93 92 100 80 100 85 64 80 72 74 74 52 84 100 79 84 85 61 100 77 50 96 97 67 67 77 63],Rdos,nature,HEVC,phone,1
1307.csv,82.442,[90 95 100 98 100 75 75 99 65 85 70 71 77 81 81 100 85 83 81 56 82 63 50 88 100 81 83 81 78],Rdos,nature,HEVC,phone,2
1308.csv,80.793,[70 93 95 95 100 86 100 90 59 85 81 90 45 60 100 100 81 63 80 65 94 81 50 72 99 72 85 69 74],Rdos,nature,HEVC,phone,3
1309.csv,83.724,[84 78 91 97 86 76 80 93 76 69 75 78 89 72 95 100 92 67 85 86 100 93 69 91 90 86 45 83 84],Rdos,nature,HEVC,phone,4
1310.csv,85.977,[91 96 95 100 100 72 50 88 78 100 94 89 82 81 100 86 93 67 98 61 79 91 76 84 100 69 60 100 81],Rdos,nature,HEVC,phone,5
1311.csv,84.179,[80 94 98 98 100 89 65 91 58 85 85 75 89 75 72 100 76 81 83 68 90 100 90 90 98 78 68 85 85],Rdos,nature,HEVC,phone,6
1312.csv,77.521,[60 93 76 82 100 83 76 79 66 75 85 81 92 76 78 100 89 82 73 63 95 82 87 90 97 43 65 50 81],Rdos,nature,HEVC,phone,7
1313.csv,78.693,[65 92 93 80 100 77 50 87 75 70 70 62 88 71 65 100 66 84 75 62 73 83 69 93 100 61 46 85 77],Rdos,nature,HEVC,phone,8
1314.csv,73.560,[74 65 51 80 95 73 50 83 47 65 79 69 77 70 70 87 81 84 76 70 100 97 67 74 99 72 57 50 70],Rdos,nature,HEVC,phone,9
1315.csv,88.223,[100 89 98 95 67 99 50 99 100 81 73 100 79 62 93 77 100 99 74 100 95 77 91 100 86 74 73 74 100 100 90],Rdos,nature,HEVC,uhdtv,1
